KODE;NAMA;SAT;SAT2;KONVSAT2;SAT3;KONVSAT3;SAT4;KONVSAT4;SAT5;KONVSAT5;SAT6;KONVSAT6;SAT7;KONVSAT7;SAT8;KONVSAT8;SAT9;KONVSAT9;SAT10;KONVSAT10;HARGABELI;HPP;HARGAJUAL1;MINQTY;HARGAJUAL2;MINQTY2;HARGAJUAL3;MINQTY3;
8996001354018;WAFER KALPA;PCS;PCS;1;KTN;96;;0;;0;;0;;0;;0;;0;;0;1688;0;2000;0;0;0;0;0;
8996001354124;BENG BENG;PCS;PCS;1;PCS;136;;0;;0;;0;;0;;0;;0;;0;2096;0;3000;0;0;0;0;0;
8996001354285;KALPA COKLAT 1000;PCS;PCS;1;TOPLES;25;;0;;0;;0;;0;;0;;0;;0;880;0;1000;0;0;0;0;0;
8996001355237;SUPERSTAR;KTK;KTK;1;KTN;8;;0;;0;;0;;0;;0;;0;;0;869;0;1000;0;0;0;0;0;
8996001357088;ASTOR;pcs;PCS;1;PAK;6;;0;;0;;0;;0;;0;;0;;0;16875;0;1000;0;0;0;0;0;
8996001370063;CHOKI CHOKI;PCS;PCS;1;KTK;20;;0;;0;;0;;0;;0;;0;;0;7850;0;1000;0;0;0;0;0;
8996001431030;DRINK BENG BENG;PCS;PCS;1;KRN;9;;0;;0;;0;;0;;0;;0;;0;19625;0;22000;0;0;0;0;0;
8996001440049;Energen  coklat;PCS;pcs;1;RTG;5;;0;;0;;0;;0;;0;;0;;0;17400;0;2000;0;0;0;0;0;
8996001440087;energen kacang hijau;PCS;pcs;1;rtg;5;;0;;0;;0;;0;;0;;0;;0;17480;0;18500;0;0;0;0;0;
8996001440353;energen jahe;PCS;pcs;1;rtg;5;;0;;0;;0;;0;;0;;0;;0;17400;0;18000;0;0;0;0;0;
8996001526224;spageti sapi panggang;PCS;pcs;1;CRN;40;;0;;0;;0;;0;;0;;0;;0;2825;0;4500;0;0;0;0;0;
8996001600146;TEH PUCUK HARUM;BTL;BTL;1;CRN;36;;0;;0;;0;;0;;0;;0;;0;2708;0;5000;0;0;0;0;0;
8996001600269;Lee mineral 600 ML;PCS;BTL;1;BTL;20;;0;;0;;0;;0;;0;;0;;0;2166;0;5000;0;0;0;0;0;
8996001600696;tujuh kurma;BTL;BTL;1;CRN;6;;0;;0;;0;;0;;0;;0;;0;8750;0;9500;0;0;0;0;0;
8996006320117;teh botol kotak;pcs;pcs;1;ktk;24;;0;;0;;0;;0;;0;;0;;0;2271;0;3500;0;0;0;0;0;
899600658016;teh botol;PCS;pcs;1;lsn;24;;0;;0;;0;;0;;0;;0;;0;3500;0;5000;0;0;0;0;0;
8996006858085;Fruit TEA Apel;PCS;pcs;1;BTL;46;;0;;0;;0;;0;;0;;0;;0;3667;0;5000;0;0;0;0;0;
8996006858160;fruit TEA blackcurrant;PCS;pcs;1;BTL;24;;0;;0;;0;;0;;0;;0;;0;3583;0;5000;0;0;0;0;0;
8996006858245;tebs mf;pcs;pcs;1;lsn;12;;0;;0;;0;;0;;0;;0;;0;3500;0;5000;0;0;0;0;0;
8996006861986;tebs lemon line;pcs;pcs;1;lsn;12;;0;;0;;0;;0;;0;;0;;0;3500;0;5000;0;0;0;0;0;
8996006862099;fruit tea ap kotak 250ml;pcs;pcs;1;ktk;24;;0;;0;;0;;0;;0;;0;;0;2500;0;3500;0;0;0;0;0;
8996006862105;fruit tea bc ktk 250ml;pcs;pcs;1;ktk;24;;0;;0;;0;;0;;0;;0;;0;2500;0;3500;0;0;0;0;0;
8996129800626;CLEO 330ML;PCS;PCS;1;KTK;48;;0;;0;;0;;0;;0;;0;;0;1729;0;2000;0;0;0;0;0;
8996129803504;CLEO 550ML;PCS;PCS;1;KTK;64;;0;;0;;0;;0;;0;;0;;0;2000;0;3000;0;0;0;0;0;
8996129809131;CLEO MINI;PCS;PCS;1;KTK;48;;0;;0;;0;;0;;0;;0;;0;1167;0;2000;0;0;0;0;0;
8996200900030;HEROCYN BABY POWDER;PCS;PCS;1;PCS;2;;0;;0;;0;;0;;0;;0;;0;15300;0;17000;0;0;0;0;0;
8996200900092;HEROCYN BEDAK GATAL;PCS;PCS;1;PCS;2;;0;;0;;0;;0;;0;;0;;0;13200;0;15000;0;0;0;0;0;
8997002050411;SONAYA (SOYA);PCS;PCS;1;KRAT;24;;0;;0;;0;;0;;0;;0;;0;4375;0;6000;0;0;0;0;0;
8997003480026;garam dolpin 250g;PCS;pcs;1;lsn;47;;0;;0;;0;;0;;0;;0;;0;3255;0;4000;0;0;0;0;0;
8997003480033;garam dolpin 500g;PCS;pcs;1;krn;34;;0;;0;;0;;0;;0;;0;;0;4588;0;6000;0;0;0;0;0;
8997006080254;SAOS DENA;PCS;PCS;1;KRTN;49;;0;;0;;0;;0;;0;;0;;0;3825;0;5000;0;0;0;0;0;
8997009200024;PKS cream;PCS;pcs;1;KRN;40;;0;;0;;0;;0;;0;;0;;0;1825;0;2500;0;0;0;0;0;
8997011930612;LADAKU;PCS;PCS;1;PAK;6;;0;;0;;0;;0;;0;;0;;0;10632;0;1000;0;0;0;0;0;
8997013152692;SEVEN COKLAT,BLUEBERRY;PSC;PCS;1;PAK;20;;0;;0;;0;;0;;0;;0;;0;850;0;1000;0;0;0;0;0;
8997013380309;B.TULIS CAMPUS 100L;PCS;PAK;1;KTK;32;;0;;0;;0;;0;;0;;0;;0;20000;0;7000;0;0;0;0;0;
8997014356563;CEDEA DUMPLING CHIKEN;BKS;BKS;1;BUAH;5;;0;;0;;0;;0;;0;;0;;0;29000;0;31500;0;0;0;0;0;
8997014356570;CEDEA DUMPLING CHESE;BKS;BKS;1;BUAH;5;;0;;0;;0;;0;;0;;0;;0;29000;0;31500;0;0;0;0;0;
8997014357065;CEDEA DUO TWISTER;BKS;BKS;1;BUAH;5;;0;;0;;0;;0;;0;;0;;0;26000;0;28000;0;0;0;0;0;
8997014357096;CEDEA FLOWER TWISTER;BKS;BKS;1;BUAH;5;;0;;0;;0;;0;;0;;0;;0;26000;0;28000;0;0;0;0;0;
8997014442020;ON BOLD 12;PCS;PCS;1;slop;25;;0;;0;;0;;0;;0;;0;;0;16300;0;18000;0;0;0;0;0;
8997014442389;ON BOLD 20;BKS;BKS;1;SLOP;23;;0;;0;;0;;0;;0;;0;;0;25925;0;28000;0;0;0;0;0;
8997014442563;ON BOLD 16;PCS;PCS;1;SLOP;13;;0;;0;;0;;0;;0;;0;;0;16154;0;23000;0;0;0;0;0;
8997015480007;MINYAK DEWI TUNJONG 8 ML;PCS;PCS;1;BTL;12;;0;;0;;0;;0;;0;;0;;0;9850;0;12000;0;0;0;0;0;
8997015592847;lampu pijar bess 15watt;pcs;pcs;1;lsn;6;;0;;0;;0;;0;;0;;0;;0;4750;0;7000;0;0;0;0;0;
8997015592854;lampu pijar bess 25watt;pcs;pcs;1;lsn;6;;0;;0;;0;;0;;0;;0;;0;4750;0;9000;0;0;0;0;0;
8997018959999;LEM KAMBING;PCS;PCS;1;KTK;60;;0;;0;;0;;0;;0;;0;;0;6667;0;10000;0;0;0;0;0;
8997019382727;B.TULIS BOBI 98L;;;0;;0;;0;;0;;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;
8997023381532;rol 30cm butterfly;pcs;pcs;1;lsn;24;;0;;0;;0;;0;;0;;0;;0;2083;0;5000;0;0;0;0;0;
8997023760016;PRENJAK CELUP;PCS;PCS;1;0,5 KTN;25;;0;;0;;0;;0;;0;;0;;0;5300;0;6500;0;0;0;0;0;
8997025480110;Kerupuk PF;PCS;pcs;1;CRN;6;;0;;0;;0;;0;;0;;0;;0;9000;0;10500;0;0;0;0;0;
8997025911263;HATARI COCONUT;PCS;PCS;1;KTK;40;;0;;0;;0;;0;;0;;0;;0;3000;0;4000;0;0;0;0;0;
8997025914042;BISKUIT ATB;PCS;PCS;1;KTN;28;;0;;0;;0;;0;;0;;0;;0;4875;0;6000;0;0;0;0;0;
8997027300089;NOMOS BAKAR;PCS;PCS;1;KTN;60;;0;;0;;0;;0;;0;;0;;0;2900;0;4000;0;0;0;0;0;
8997028440012;krating daeng;pcs;pcs;1;KRN;24;;0;;0;;0;;0;;0;;0;;0;6083;0;8000;0;0;0;0;0;
8997032680930;TARO 2000AN;PCS;PCS;1;LSN;20;;0;;0;;0;;0;;0;;0;;0;1750;0;2000;0;0;0;0;0;
8997032821418;ESSEI KUNING;PCS;PCS;1;SLOP;9;;0;;0;;0;;0;;0;;0;;0;39300;0;44000;0;0;0;0;0;
8997033730184;mikako rumput laut;pcs;pcs;1;bks;17;;0;;0;;0;;0;;0;;0;;0;794;0;1000;0;0;0;0;0;
8997033731389;MIKAKO (AYAM GEPREK);PCS;RTG;1;KTN;100;;0;;0;;0;;0;;0;;0;;0;860;0;1000;0;0;0;0;0;
8997035563544;POCARI SWEAT;PCS;PCS;1;KTK;24;;0;;0;;0;;0;;0;;0;;0;5333;0;7000;0;0;0;0;0;
8997207198888;R. COMMODORE;bks;PCS;1;SLOP;10;;0;;0;;0;;0;;0;;0;;0;26075;0;27500;0;0;0;0;0;
8997207199991;R. club x;BKS;pcs;1;SLOP;28;;0;;0;;0;;0;;0;;0;;0;21150;0;23000;0;0;0;0;0;
8997208215201;setip jasco;pcs;pcs;1;ktk;80;;0;;0;;0;;0;;0;;0;;0;300;0;2000;0;0;0;0;0;
8997209370053;BUAH DUKU 500g;PCS;PCS;1;KTK;40;;0;;0;;0;;0;;0;;0;;0;6875;0;7500;0;0;0;0;0;
8997212800387;permen fox;bks;bks;1;pcs;3;;0;;0;;0;;0;;0;;0;;0;7500;0;9500;0;0;0;0;0;
8997213770320; (RUMPUT LAUT) VIP;rtg;PCS;1;pak;6;;0;;0;;0;;0;;0;;0;;0;17167;0;2000;0;0;0;0;0;
8997215700233;MINYAK KITA BOTOL 2 LITER;BOTOL;BOTOL;1;KRAT;6;;0;;0;;0;;0;;0;;0;;0;32500;0;37000;0;0;0;0;0;
8997215750030;KEJU WINCHeez;BKS;BKS;1;BTG;16;;0;;0;;0;;0;;0;;0;;0;12500;0;15000;0;0;0;0;0;
8997218680327;gulavit;pcs;pcs;1;ktn;20;;0;;0;;0;;0;;0;;0;;0;18500;0;20000;0;0;0;0;0;
8997220180013;Agar2 walet;PCS;pcs;1;Lsn;144;;0;;0;;0;;0;;0;;0;;0;3917;0;4500;0;0;0;0;0;
8997220180020;AGAR AGAR SWALLOW;PCS;PCS;1;KTK;12;;0;;0;;0;;0;;0;;0;;0;47000;0;50000;0;0;0;0;0;
8997220840252;kuskus yogurt;pcs;pcs;1;pcs;20;;0;;0;;0;;0;;0;;0;;0;6000;0;1000;0;0;0;0;0;
8997221490173;map coklat tali 310;pcs;pcs;1;lsn;20;;0;;0;;0;;0;;0;;0;;0;850;0;4000;0;0;0;0;0;
8997226050570;BRICO DEWASA ANAK2;PCS;pcs;1;pcs;24;;0;;0;;0;;0;;0;;0;;0;3958;0;5000;0;0;0;0;0;
8997226730892;SPIDOL PERMANEN;PCS;PCS;1;PAK;47;;0;;0;;0;;0;;0;;0;;0;5532;0;7000;0;0;0;0;0;
8997226732131;PENSIL MILTON;PCS;KTK;1;LSN;144;;0;;0;;0;;0;;0;;0;;0;1417;0;2000;0;0;0;0;0;
8997229320014;MINYAK KAYU PUTIH  12 ML;PCS;PCS;1;LSN;12;;0;;0;;0;;0;;0;;0;;0;6333;0;12000;0;0;0;0;0;
8997229320038;MINYAK KAYU PUTIH CAP  AYAM 40 ML;PCS;PCS;1;LSN;12;;0;;0;;0;;0;;0;;0;;0;17250;0;26000;0;0;0;0;0;
8997230140076;MINYAK KITA 1 LITER;PCS;PCS;1;KTK;28;;0;;0;;0;;0;;0;;0;;0;15416;0;17000;0;0;0;0;0;
8997232810007;AMPLOP GRANIDIA;PCS;PCS;1;KTK;200;;0;;0;;0;;0;;0;;0;;0;125;0;500;0;0;0;0;0;
8997233240025;INDODES 330ML;BTL;BTL;1;BTL;24;;0;;0;;0;;0;;0;;0;;0;1857;0;3000;0;0;0;0;0;
8997233240032;INDODES 600ML;BTL;BTL;1;CRT;24;;0;;0;;0;;0;;0;;0;;0;1667;0;3500;0;0;0;0;0;
8997233240049;INDODES BOTOL 1500 ML;BTL;BTL;1;CRT;12;;0;;0;;0;;0;;0;;0;;0;3500;0;6000;0;0;0;0;0;
8997234490313;MINYAK KITA 2 LITER;PCS;PCS;1;KTN;12;;0;;0;;0;;0;;0;;0;;0;32000;0;35000;0;0;0;0;0;
8997240600409;oatside cokelat;pcs;pcs;1;ktk;24;;0;;0;;0;;0;;0;;0;;0;5132;0;6500;0;0;0;0;0;
8997240600935;oatside cokelat malt;pcs;pccs;1;ktk;31;;0;;0;;0;;0;;0;;0;;0;3833;0;5000;0;0;0;0;0;
8997240602854;milk nobo;pcs;pcs;1;KTK;48;;0;;0;;0;;0;;0;;0;;0;2500;0;4000;0;0;0;0;0;
8997241791687;POPCORN CARAMEL;PCS;PCS;1;KTK;30;;0;;0;;0;;0;;0;;0;;0;1733;0;2000;0;0;0;0;0;
8997878002088;KIKO;PCS;PCS;1;PAK;25;;0;;0;;0;;0;;0;;0;;0;6500;0;10000;0;0;0;0;0;
8997878003153;MILKITA CANDY;BKS;BKS;1;BAG;3;;0;;0;;0;;0;;0;;0;;0;6800;0;8000;0;0;0;0;0;
8997878005119;milkita lollipop;PCS;toples;1;toples;150;;0;;0;;0;;0;;0;;0;;0;833;0;1000;0;0;0;0;0;
8997878701387;PINO (es serut buah);PCS;PCS;1;KRN;72;;0;;0;;0;;0;;0;;0;;0;1194;0;1500;0;0;0;0;0;
8998008170110;SAUS MAYO (salad Dressing) 1 KG;BKS;BKS;1;KTK;8;;0;;0;;0;;0;;0;;0;;0;26875;0;28000;0;0;0;0;0;
8998009020186;BUAVITA JAMBU BIJI;PCS;PCS;1;KTK;22;;0;;0;;0;;0;;0;;0;;0;7500;0;9000;0;0;0;0;0;
8998009020193;BUAVITA mangga;pcs;pcs;1;ktk;13;;0;;0;;0;;0;;0;;0;;0;7500;0;9000;0;0;0;0;0;
8998009020223;BUAVITA APEL;PCS;PCS;1;KTK;11;;0;;0;;0;;0;;0;;0;;0;7500;0;8000;0;0;0;0;0;
8998103000589;cb powder soft and smooth 100g;pcs;pcs;1;pcs;4;;0;;0;;0;;0;;0;;0;;0;6643;0;8000;0;0;0;0;0;
8998103011813;cb powder fresh and nourish 100g;pcs;pcs;1;pcs;4;;0;;0;;0;;0;;0;;0;;0;6643;0;8000;0;0;0;0;0;
8998103018492;CB POWDER SOFT AND SMOOTH 75g;pcs;pcs;1;pcs;4;;0;;0;;0;;0;;0;;0;;0;4534;0;6000;0;0;0;0;0;
8998103018508;CB POWDER MILK AND GENTLE 75g;pcs;pcs;1;pcs;4;;0;;0;;0;;0;;0;;0;;0;4534;0;6000;0;0;0;0;0;
8998103018515;CB POWDER FRESH AND NOURISH 75g;pcs;pcs;1;pcs;4;;0;;0;;0;;0;;0;;0;;0;4534;0;7000;0;0;0;0;0;
89981108;LUCKY STRIKE PUTIH 20;PCS;PCS;1;SLOP;10;;0;;0;;0;;0;;0;;0;;0;29000;0;30000;0;0;0;0;0;
8998127912363;R. DUNHIL HITAM 16;BKS;BKS;1;SLOP;10;;0;;0;;0;;0;;0;;0;;0;27175;0;28500;0;0;0;0;0;
8998127912370;ROKOK DUNHILL PUTIH 20;BKS;BKS;1;SLOP;10;;0;;0;;0;;0;;0;;0;;0;35000;0;36000;0;0;0;0;0;
8998127921709;DUNHIL PUTIH 16 BTG;PCS;PCS;1;SLOP;10;;0;;0;;0;;0;;0;;0;;0;27300;0;29000;0;0;0;0;0;
8998127921754;DUNHIL HITAM 12;BKS;BKS;1;SLOP;10;;0;;0;;0;;0;;0;;0;;0;20500;0;21000;0;0;0;0;0;
8998336514594;ROTI TUNAS JAYA SEMUA RASA;PCS;PCS;1;PAK;48;;0;;0;;0;;0;;0;;0;;0;875;0;1000;0;0;0;0;0;
899866204026;top mokachino;PCS;pcs;1;lsn;12;;0;;0;;0;;0;;0;;0;;0;10541;0;11500;0;0;0;0;0;
8998667100084;KONIDIN TABLET;PCS;PCS;1;BOX;50;;0;;0;;0;;0;;0;;0;;0;2410;0;3500;0;0;0;0;0;
8998667100206;PARAMEX;PCS;PCS;1;BOX;50;;0;;0;;0;;0;;0;;0;;0;2287;0;4000;0;0;0;0;0;
8998667300569;;;;0;;0;;0;;0;;0;;0;;0;;0;;0;0;0;0;0;0;0;0;0;
8998838058015;tipex kenko;pcs;pcs;1;lsn;12;;0;;0;;0;;0;;0;;0;;0;4500;0;7500;0;0;0;0;0;
8998838681039;pensil 2b kenko;ktk;ktk;1;lsn;6;;0;;0;;0;;0;;0;;0;;0;9167;0;2000;0;0;0;0;0;
8998866100151;CIPTADENT 120 GRAM MHB;PCS;PCS;1;PCS;12;;0;;0;;0;;0;;0;;0;;0;6798;0;8000;0;0;0;0;0;
8998866100243;KODOMO UNGU/ORANGE;PCS;PCS;1;PCS;6;;0;;0;;0;;0;;0;;0;;0;5055;0;7000;0;0;0;0;0;
8998866101974;SIKAT GIGI CIPTADENT;;;0;;0;;0;;0;;0;;0;;0;;0;;0;2266;0;0;0;0;0;0;0;
8998866102681;SIKAT GIGI KODOMO REGULER;PCS;PCS;1;PCS;6;;0;;0;;0;;0;;0;;0;;0;2862;0;4000;0;0;0;0;0;
8998866105125;MAMA LEMON 58 ML;PCS;PCS;1;KTK;12;;0;;0;;0;;0;;0;;0;;0;775;0;1000;0;0;0;0;0;
8998866105132;MAMA LEMON 105 ML;PCS;PCS;1;KTK;15;;0;;0;;0;;0;;0;;0;;0;1545;0;2000;0;0;0;0;0;
8998866105156;MAMA LEMON 680 ML;PCS;PCS;1;KTK;12;;0;;0;;0;;0;;0;;0;;0;9194;0;10000;0;0;0;0;0;
8998866107068;MAMA LEMON 230 ML;PCS;PCS;1;PCS;12;;0;;0;;0;;0;;0;;0;;0;3090;0;4000;0;0;0;0;0;
8998866107112;TISSU BASAH KODOMO WIPES;PCS;PCS;1;PCS;24;;0;;0;;0;;0;;0;;0;;0;10362;0;14000;0;0;0;0;0;
8998866200097;JASJUS JERUK;RTG;RTG;1;PPN;5;;0;;0;;0;;0;;0;;0;;0;3200;0;5000;0;0;0;0;0;
8998866200110;JASJUS STROBERI;RTG;RTG;1;PPN;5;;0;;0;;0;;0;;0;;0;;0;3200;0;4000;0;0;0;0;0;
8998866200134;JASJUS RASA JAMBU;RTG;RTG;1;PPN;5;;0;;0;;0;;0;;0;;0;;0;3200;0;4000;0;0;0;0;0;
8998866200301;Mie sedap goreng;PCS;PCS;1;KRN;40;;0;;0;;0;;0;;0;;0;;0;2817;0;3500;0;0;0;0;0;
8998866200325;mie sedap soto;PCS;pcs;1;KRN;40;;0;;0;;0;;0;;0;;0;;0;2675;0;3000;0;0;0;0;0;
8998866200530;TEAJUS APEL;RTG;RTG;1;PPN;6;;0;;0;;0;;0;;0;;0;;0;3167;0;4000;0;0;0;0;0;
8998866200547;TEAJUS LEMON;RTG;RTG;1;PPN;6;;0;;0;;0;;0;;0;;0;;0;3167;0;4000;0;0;0;0;0;
8998866200554;TEAJUS GULA BATU;RTG;RTG;1;PPN;6;;0;;0;;0;;0;;0;;0;;0;3167;0;4000;0;0;0;0;0;
8998866200592;JASJUS RASA SIRSAK;RTG;RTG;1;PPN;5;;0;;0;;0;;0;;0;;0;;0;3200;0;4000;0;0;0;0;0;
8998866200813;MIE SEDAP CUP GORENG;PCS;PCS;1;KTK;12;;0;;0;;0;;0;;0;;0;;0;4367;0;6000;0;0;0;0;0;
8998866200875;JASJUS RASA ANGGUR;RTG;RTG;1;PPN;5;;0;;0;;0;;0;;0;;0;;0;3200;0;5000;0;0;0;0;0;
8998866201322;JASJUS JERUK NIPIS;RTG;RTG;1;PPN;5;;0;;0;;0;;0;;0;;0;;0;3200;0;5000;0;0;0;0;0;
8998866201681;JASJUS JERUS PERAS;RTG;RTG;1;PPN;5;;0;;0;;0;;0;;0;;0;;0;3200;0;5000;0;0;0;0;0;
8998866201841;GOLDA COFEE;KRAT;PCS;1;BTL;60;;0;;0;;0;;0;;0;;0;;0;2785;0;5000;0;0;0;0;0;
8998866202268;KECAP SEDAP 725 GRAM;PCS;PCS;1;PCS;12;;0;;0;;0;;0;;0;;0;;0;21007;0;22000;0;0;0;0;0;
8998866202275;KECAP SEDAP 77 GRAM;PCS;PCS;1;PCS;12;;0;;0;;0;;0;;0;;0;;0;1190;0;2000;0;0;0;0;0;
8998866202343;mie sedap korea;PCS;pcs;1;KRN;40;;0;;0;;0;;0;;0;;0;;0;2804;0;4000;0;0;0;0;0;
8998866202404;MIE SEDAP CUP KOREA;PCS;PCS;1;CUP;6;;0;;0;;0;;0;;0;;0;;0;4367;0;5500;0;0;0;0;0;
8998866202626;top gula aren;PCS;pcs;1;KRTN;12;;0;;0;;0;;0;;0;;0;;0;16548;0;18000;0;0;0;0;0;
8998866202725;MILKU COKELAT;BTL;BTL;1;crt;74;;0;;0;;0;;0;;0;;0;;0;2833;0;5000;0;0;0;0;0;
8998866202930;MIE SEDAP RAWIT BINGIT;PCS;PCS;1;BKS;6;;0;;0;;0;;0;;0;;0;;0;4165;0;5500;0;0;0;0;0;
8998866203258;SEDAP CUP BASO BLEDUK;BKS;BKS;1;BKS;12;;0;;0;;0;;0;;0;;0;;0;4165;0;5500;0;0;0;0;0;
8998866203272;SUKSES RASA AYAM GEPREK 2;PCS;PCS;1;KTK;24;;0;;0;;0;;0;;0;;0;;0;3542;0;5000;0;0;0;0;0;
8998866203326; JASJUS LECI;RTG;RTG;1;PPN;5;;0;;0;;0;;0;;0;;0;;0;3200;0;4000;0;0;0;0;0;
8998866203760;KRIS BEE;PCS;PCS;1;KTK;60;;0;;0;;0;;0;;0;;0;;0;1600;0;2000;0;0;0;0;0;
8998866204026;top mokachino;PCS;pcs;1;pcs;12;;0;;0;;0;;0;;0;;0;;0;10833;0;11500;0;0;0;0;0;
8998866204156;MIE SEDAP KARI MERCON;PCS;PCS;1;KTK;12;;0;;0;;0;;0;;0;;0;;0;4165;0;6000;0;0;0;0;0;
8998866500135;protex;pcs;pcs;1;crn;18;;0;;0;;0;;0;;0;;0;;0;6167;0;7500;0;0;0;0;0;
8998866500517;BABY HAPPY SASET L;RTG;RTG;1;PAK;8;;0;;0;;0;;0;;0;;0;;0;9072;0;11000;0;0;0;0;0;
8998866500708;FLORIDINA;PCS;PCS;1;BTL;24;;0;;0;;0;;0;;0;;0;;0;2690;0;3500;0;0;0;0;0;
8998866500838;BABY HAPPY SASET (S);RTG;RTG;1;KRTN;8;;0;;0;;0;;0;;0;;0;;0;8640;0;10000;0;0;0;0;0;
8998866600538;so klin lantai 310 ml;pcs;pcs;1;lsn;12;;0;;0;;0;;0;;0;;0;;0;4833;0;6000;0;0;0;0;0;
8998866601436;DAIA 800 G;PCS;PCS;1;LSN;12;;0;;0;;0;;0;;0;;0;;0;16583;0;22000;0;0;0;0;0;
8998866602211;daia flora 47 g;rtg;rtg;1;ktk;12;;0;;0;;0;;0;;0;;0;;0;4792;0;6000;0;0;0;0;0;
8998866602549;NUVO MILD;PCS;PCS;1;PCS;12;;0;;0;;0;;0;;0;;0;;0;2650;0;3500;0;0;0;0;0;
8998866602556;nuvo merah;PCS;pcs;1;pcs;6;;0;;0;;0;;0;;0;;0;;0;2667;0;3500;0;0;0;0;0;
8998866602563;NUVO NATURE PROTECT;PCS;PCS;1;PCS;12;;0;;0;;0;;0;;0;;0;;0;2650;0;3500;0;0;0;0;0;
8998866602570;LIFEBOUY semua warna;pcs;pcs;1;pcs;6;;0;;0;;0;;0;;0;;0;;0;2667;0;3500;0;0;0;0;0;
8998866604956;DAIA SASET 1000;PCS;PCS;1;KRN;10;;0;;0;;0;;0;;0;;0;;0;4667;0;5500;0;0;0;0;0;
8998866605137;Cling (pembersih kaca);BKS;pcs;1;BKS;6;;0;;0;;0;;0;;0;;0;;0;4000;0;5000;0;0;0;0;0;
8998866608039;KECAP SEDAP 85 G;PCS;PCS;1;KTK;48;;0;;0;;0;;0;;0;;0;;0;1555;0;2000;0;0;0;0;0;
8998866608459;Daia biru ss 500;BKS;BKS;1;KRN;20;;0;;0;;0;;0;;0;;0;;0;2360;0;3000;0;0;0;0;0;
8998866608657;daia kuning ss;rtg;rtg;1;pcs;20;;0;;0;;0;;0;;0;;0;;0;2360;0;2500;0;0;0;0;0;
8998866608695;daia pink ss;rtg;rtg;1;ktk;20;;0;;0;;0;;0;;0;;0;;0;2400;0;3000;0;0;0;0;0;
8998866608701;daia romantic pink;rtg;rtg;1;ktk;24;;0;;0;;0;;0;;0;;0;;0;4792;0;6000;0;0;0;0;0;
8998866609234;TOP WHITE COFFEE;PCS;PCS;1;PCS;10;;0;;0;;0;;0;;0;;0;;0;13171;0;15000;0;0;0;0;0;
8998866610230;daia violet passion;rtg;rtg;1;ktk;12;;0;;0;;0;;0;;0;;0;;0;4792;0;6000;0;0;0;0;0;
8998866610254;DAIA UNGU 23 G;RTG;RTG;1;ktk;60;;0;;0;;0;;0;;0;;0;;0;2400;0;3000;0;0;0;0;0;
8998866611107;RAPIKA BOTOL (250);PCS;BOTOL;1;KTN;12;;0;;0;;0;;0;;0;;0;;0;7667;0;9000;0;0;0;0;0;
8998866612241;SO KLIN LIQUID SAKURA;RTG;RTG;1;RTG;10;;0;;0;;0;;0;;0;;0;;0;3875;0;5000;0;0;0;0;0;
8998866618625;SO SKLIN LIQUID KOREA;RTG;RTG;1;KRTN;28;;0;;0;;0;;0;;0;;0;;0;3850;0;5000;0;0;0;0;0;
8998866626262;detergen sosoft BIRU;pcs;pcs;1;ktn;10;;0;;0;;0;;0;;0;;0;;0;9420;0;10500;0;0;0;0;0;
8998866628112;SoSoft softener PINK;RTG;PCS;1;KRN;10;;0;;0;;0;;0;;0;;0;;0;9420;0;10500;0;0;0;0;0;
8998866630498;ZINK COOL;RTG;RTG;1;KTK;21;;0;;0;;0;;0;;0;;0;;0;4457;0;5500;0;0;0;0;0;
8998866692571;so klin lantai btl;pcs;pcs;1;btl;6;;0;;0;;0;;0;;0;;0;;0;7500;0;9000;0;0;0;0;0;
8998866803618;SOKLIN LIQUID VIOLET BLOSSOM;RTG;RTG;1;KRTN;12;;0;;0;;0;;0;;0;;0;;0;3875;0;5000;0;0;0;0;0;
8998866805407;so klin liquid merah;RTG;RTG;1;KRN;12;;0;;0;;0;;0;;0;;0;;0;3875;0;5000;0;0;0;0;0;
8998866808705;ROYALE RED;RTG;RTG;1;PAK;24;;0;;0;;0;;0;;0;;0;;0;4380;0;500;0;0;0;0;0;
8998866808712;ROYALE HIJAB;RTG;RTG;1;PAK;12;;0;;0;;0;;0;;0;;0;;0;4292;0;5000;0;0;0;0;0;
8998866808880;so klin liquid biru ss;pcs;pcs;1;krtn;25;;0;;0;;0;;0;;0;;0;;0;3850;0;5500;0;0;0;0;0;
8998866888615;GIV BIRU;PCS;PCS;1;KTK;3;;0;;0;;0;;0;;0;;0;;0;2750;0;4000;0;0;0;0;0;
8998888110718;marjan s.rasa;pcs;pcs;1;botol;9;;0;;0;;0;;0;;0;;0;;0;21500;0;23000;0;0;0;0;0;
8998888461124;MAYONAIS MAESTRO;PCS;PCS;1;KTK;24;;0;;0;;0;;0;;0;;0;;0;8042;0;10000;0;0;0;0;0;
8998889833005;BRUS LANTAI  NAGATA;PCS;PCS;1;PCS;3;;0;;0;;0;;0;;0;;0;;0;36500;0;40000;0;0;0;0;0;
8998898830125;KUKU BIMA;PCS;PCS;1;PCS;10;;0;;0;;0;;0;;0;;0;;0;6205;0;1500;0;0;0;0;0;
8998899013015;BAYCLIN;PCS;PCS;1;BTL;6;;0;;0;;0;;0;;0;;0;;0;3208;0;5000;0;0;0;0;0;
